target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2,hate1_second,hate2_second,semantic_relatedness_second
wais,29711,"it sheweth also how rome doth cōfirme / dothe condempne / dothe iudge all thīges / so that a man may not w t out good cause call it in to triall and iudgemente / whether he i t nowe reigneth at rome / be antichrist / or els we ought to loke for some other antichriste hereafter to come : seinge i t this man in all pointes i t is to wite bothe in his doctrine and also in his livinge / is farre disagreinge & in maner clene contrary to the doctrine and life of christe whiche bothe hī selfe & also his apostles did neither teache so / neither iet did have ony suche thinges in use : but did forbede , and also did curse suche maner doctrine , and suche rites or ceremonyes.&the first boke.t hat there was a de{per}ting and deuysion made even frome the beginning of the worlde , forthe with as sone as reasonable cratures , received life : the nature of aungelles do evidently declare / for parte of them did folowe god and parte of them dide departe and fall away from god , making a newe god to theim selves , that is to wite lucifer / man in earth , ( for of adā forthw t brake forth abell & caine two sundry & divers wais : ī to which al their posterite have entred & do even iet walke in they & so shall walke even to i e world ( ende ) did serche out high actes / now if we do rede the olde histories , [ 4 ] as manetho amōge i e aegeptions / beros{us } i e histo .",1534,JoachimVadianus,t0,731136,"how be it though that heretike was then fled , and hadde hid him selfe / iet were his wais in suche wise stopped , and his patthes so byset , that scant• he coulde after lurke sure in any place / and was at the last taken and faste bounde and brought to the byshoppe.in this yourney of saint bernarde , god was in his said servaunt glorified by many miracles , while he called bak the hartes of some from their wicked errours , and some also cured from diverse diseases of their bodyes.there is a place in the same countrey , called sarlate , where after his sermon finished , they brought many louis [ b ] of brede to the servaunt of god ( as the custome was every where ) to be halowed / whiche louys of brede he lift vppe his hande , and in the name of god blessed theim with the signe of the crosse , and saide unto the people : by this shall y knowe that the thinges which we tell you be trew , and the thinges whiche these heretiques tell you be false / if y se that your sike folke after that i • have tasted of this brede be cured .",1533,ThomasMore2,t0,4,0,0,1,1,4
wais,521073,thus sundry have sought out sundry wais some blasphemous and some of them ridiculous to appease the wrath of god provoked by their sinne .,1585,EdwinSandys,t1,317098,"fare y well.upon this , hadrianus the pope directeth out a bull against friderike , excommunicating him with publike & solemne ceremonies , moreover ( conspiring with william duke of apulia ) sought all maner of wais to insest the emperour , and to set all men against him , especially the clergy .",1583,JohnFoxe,t1,4,0,0,1,1,4
wais,29711,"it sheweth also how rome doth cōfirme / dothe condempne / dothe iudge all thīges / so that a man may not w t out good cause call it in to triall and iudgemente / whether he i t nowe reigneth at rome / be antichrist / or els we ought to loke for some other antichriste hereafter to come : seinge i t this man in all pointes i t is to wite bothe in his doctrine and also in his livinge / is farre disagreinge & in maner clene contrary to the doctrine and life of christe whiche bothe hī selfe & also his apostles did neither teache so / neither iet did have ony suche thinges in use : but did forbede , and also did curse suche maner doctrine , and suche rites or ceremonyes.&the first boke.t hat there was a de{per}ting and deuysion made even frome the beginning of the worlde , forthe with as sone as reasonable cratures , received life : the nature of aungelles do evidently declare / for parte of them did folowe god and parte of them dide departe and fall away from god , making a newe god to theim selves , that is to wite lucifer / man in earth , ( for of adā forthw t brake forth abell & caine two sundry & divers wais : ī to which al their posterite have entred & do even iet walke in they & so shall walke even to i e world ( ende ) did serche out high actes / now if we do rede the olde histories , [ 4 ] as manetho amōge i e aegeptions / beros{us } i e histo .",1534,JoachimVadianus,t0,688217,"therefore these sorboniticall iesvites are herin many waisfound liers against god and his trueth.thirdly this faith whereby we apprehend our iustification in christ is neither of our selves , or any habit of our minds , reason or will , nor iet formed by workes , whereby together with workes we should be iustified : but is the free gifte of god , depending upon our election , geven us in christ iesu , at the hearinge of the worde , through the working of the holy ghost , and doth only or alone without workes iustify us in christ , and bringeth forth such works as the worde reqvireth , being the fruites of our iustification , to the glory of god , the profite of our brethren , and witnessing our iustification both inwardly in our conscience , and outwardly before men : shal evidently appeare.first , that faith is the worke and gifte of god , in us appeareth by the wordes of our saviour christ , [ 211 ] hoc est opus dey , ut credatis in illum quem misit ille .",1582,PeterWhite,t1,4,0,0,1,1,4
wais,595263,"when he kepeth his territory al is in peace.if there were any manne that preached in england in times past , in the popes times , ( as peradventure there was .ii or .iii ) straight wais he was taken & napped in i e head with the title of an heretique .",1549,HughLatimer,t0,317098,"fare y well.upon this , hadrianus the pope directeth out a bull against friderike , excommunicating him with publike & solemne ceremonies , moreover ( conspiring with william duke of apulia ) sought all maner of wais to insest the emperour , and to set all men against him , especially the clergy .",1583,JohnFoxe,t1,4,0,0,0,1,3
wais,452346,"after a solemne vow , ( which is made but only two wais , by taking holy orders , & by professing some common approved rule of religion ) to marry , is [ * ] no mariage , and thereupon it is that no doctor can be alleaged which alloweth it for mariage , if priests or such professed monkes and nunnes do marry .",1580,RichardBristow,t1,688217,"therefore these sorboniticall iesvites are herin many waisfound liers against god and his trueth.thirdly this faith whereby we apprehend our iustification in christ is neither of our selves , or any habit of our minds , reason or will , nor iet formed by workes , whereby together with workes we should be iustified : but is the free gifte of god , depending upon our election , geven us in christ iesu , at the hearinge of the worde , through the working of the holy ghost , and doth only or alone without workes iustify us in christ , and bringeth forth such works as the worde reqvireth , being the fruites of our iustification , to the glory of god , the profite of our brethren , and witnessing our iustification both inwardly in our conscience , and outwardly before men : shal evidently appeare.first , that faith is the worke and gifte of god , in us appeareth by the wordes of our saviour christ , [ 211 ] hoc est opus dey , ut credatis in illum quem misit ille .",1582,PeterWhite,t1,4,0,0,0,1,3
wais,317098,"fare y well.upon this , hadrianus the pope directeth out a bull against friderike , excommunicating him with publike & solemne ceremonies , moreover ( conspiring with william duke of apulia ) sought all maner of wais to insest the emperour , and to set all men against him , especially the clergy .",1583,JohnFoxe,t1,452346,"after a solemne vow , ( which is made but only two wais , by taking holy orders , & by professing some common approved rule of religion ) to marry , is [ * ] no mariage , and thereupon it is that no doctor can be alleaged which alloweth it for mariage , if priests or such professed monkes and nunnes do marry .",1580,RichardBristow,t1,4,0,0,1,0,3
creatures,478056,"go y therfore into al the worlde , and preache the gospell to al creatures , and teach al the heathen , baptising then in the name of the father , & the sonne , & the holy gost .",1547,HermannvonWied1,t0,278547,"15.2 . lastly the apostle speaketh not of gentiles & infidels , nor of stubburn christians , but of a brother , a faithfull man , and one that hath received and embraced the profession of the gospell , but is weake through ignorance of some one point pertaining to christian liberty in the outward use of gods creatures wherein he is not throughly perswaded of instructed ; of bearing with such an one by those whome god hath called to more plentifull knowledge of his heavenly trveth , speaketh he .",1600,FrancisSavage,t1,4,0,0,0,0,2
creatures,478056,"go y therfore into al the worlde , and preache the gospell to al creatures , and teach al the heathen , baptising then in the name of the father , & the sonne , & the holy gost .",1547,HermannvonWied1,t0,660878,"for whereas proofe ought to have bene made , that the same boid of christ which was once hanged on i e crosse & thrust through the side upon the crosse , is offered daily in the masse , really and substantially in an unbloudy sacrifice , for the redemption of sinnes ( for hereunto tendeth their invincible maxime ) they slipp away frō thence now , & are come to shew , that we are bound to offer unto god i e first fruites of all his creatures by i e commaundement of god : least we may seéme vnthākefull & vngratefull .",1581,WalterHaddon,t1,4,0,0,0,0,2
creatures,38995,our gracious god moost in magnyfycēcehis merciful eyn casteth frō heuē on hiseynge his creatures in deedly vyolencehym selfe complaineth by pite full rutfullysayenge o man deuoyde of intellygenceopen thine eeres unto my call and cryeand tell me if i have done to the offencethat thou forsakest my wyllynglyman suche a love to the i dide takethis world in seven days whan i it wroughtthou was the laste thinge that i did makebycause i wolde thou wanted noughtwhat thinge the might helpe did not lakethat at thy nede if it were soughtfowle fisshe all thinge for thy sakefor thy comforte all was forth broughtmoreouer i gave the that dygnyteall beestes to bowe the vntylli made the also like unto meand gave the conninge and freewyllme to serve that thou sholde seto chose the good and leve the ylli aske nothinge againe of thebut love thy soveraine as it is skyllbut unto this takest thou none ententethou tournest fro me full vnkyndlyon loves unlefull thy love is lentethy herte beholdeth not heuen so hyefor all the goodes i have the sentethe listeth not ones to say gramercyein time to come or thou repenteman make amendes or that thou dyehomo .,1534,WilliamLichfield,t0,291587,"the difficulty is this : that for so much as auricular confession hath bene , [ 607 ] & is iet received in the popes catholike church for an holy and necessary sacrament , extending universally to al & singular creatures christian .",1583,JohnFoxe,t1,4,0,0,0,0,3
creatures,270961,"a lthough we have mooste urgent & weighty causes , yea & those īnumerable to extoll , magnify , commend & praise the exceadinge goodnes & bounteous liberalite of our moost mercifull father , if we perpend , pēsitate , weighe , ponder & cōsider his inestimable benefites , which he frely & without our deseruynge dayly giveth unto us miserable creatures , iet if we weighe all thinges in a iust balaunce , we shall easely and withoute ony difficulte perceave , i • we are moost bounde to celebrate & praise his moost blissed name for i e restoringe of his holy word at this time , brought to passe by his trve annointed henry our moost redoubted kinge , as by another iosias , whose graces moste excellent mayste that lorde of powers mought prosper in all his divine affaires & godly enterprises .",1543,ThomasBecon1,t0,660878,"for whereas proofe ought to have bene made , that the same boid of christ which was once hanged on i e crosse & thrust through the side upon the crosse , is offered daily in the masse , really and substantially in an unbloudy sacrifice , for the redemption of sinnes ( for hereunto tendeth their invincible maxime ) they slipp away frō thence now , & are come to shew , that we are bound to offer unto god i e first fruites of all his creatures by i e commaundement of god : least we may seéme vnthākefull & vngratefull .",1581,WalterHaddon,t1,4,0,0,0,0,4
creatures,441914,"iudge here good reader whither that tindale play i e parte of an honest man , when the power & authorite whiche the chirche ascribeth unto god and his holy spirite / tindale wolde make you byleue that they do take and ascribe it unto them selfe.for no man saith that any man is above the worde of god / but we say boldely that his worde vnwryten is egall and as stronge as his worde writen / and that he is aswell to be byleued without writinge as with writinge / & that him selfe and his holy spirite , vnderstondeth his owne [ c ] writinge better then all the creatures of the hole worlde .",1532,ThomasMore,t0,162195,"i note thirdly , that religious [ 3 ] worship , is so proper to god , as if it be given to his creatures , nothing is reserved for himself .",1596,ThomasBell,t1,4,0,0,1,0,4
creatures,270961,"a lthough we have mooste urgent & weighty causes , yea & those īnumerable to extoll , magnify , commend & praise the exceadinge goodnes & bounteous liberalite of our moost mercifull father , if we perpend , pēsitate , weighe , ponder & cōsider his inestimable benefites , which he frely & without our deseruynge dayly giveth unto us miserable creatures , iet if we weighe all thinges in a iust balaunce , we shall easely and withoute ony difficulte perceave , i • we are moost bounde to celebrate & praise his moost blissed name for i e restoringe of his holy word at this time , brought to passe by his trve annointed henry our moost redoubted kinge , as by another iosias , whose graces moste excellent mayste that lorde of powers mought prosper in all his divine affaires & godly enterprises .",1543,ThomasBecon1,t0,162195,"i note thirdly , that religious [ 3 ] worship , is so proper to god , as if it be given to his creatures , nothing is reserved for himself .",1596,ThomasBell,t1,4,0,0,0,0,4
creatures,15586,"for surely if ther were no mo sinnes committedde in englond , but only i • blaspheminge of god & of his creatures by vaine swearing , it were inoughe to bring final destruccion unto this realme from i • which i besech god longe to preserve it , and give the inhabitauntes thereof grace to correcte and amende their sinful mannerspage viand to the intent that men may knowe how great offence it is before god vainly to sweare .",1543,ThomasBecon2,t0,278547,"15.2 . lastly the apostle speaketh not of gentiles & infidels , nor of stubburn christians , but of a brother , a faithfull man , and one that hath received and embraced the profession of the gospell , but is weake through ignorance of some one point pertaining to christian liberty in the outward use of gods creatures wherein he is not throughly perswaded of instructed ; of bearing with such an one by those whome god hath called to more plentifull knowledge of his heavenly trveth , speaketh he .",1600,FrancisSavage,t1,4,0,0,2,0,3
creatures,180807,"wherfore seinge custome serveth you on the one side , and scripture us , uppon thother , are y able to matche us : in howe many places , doth christ monishe you to seke no primacy , to preferre your selfe to no body , no , to be obedient unto all creatures .",1537,Aprotestationmade,t0,583017,"no , [ 253 ] that god of order , who ordereth all things in number , in waight , and in measure , having decreed no such course at all : would at no hand permit such confusion of substances , nor endure such shamefull disorder among any his creatures in heaven , or in earth.lycanthropus .",1601,JohnDeacon,t1,4,0,0,0,0,4
creatures,478007,"all men in dede behold the heavens , the earth , and other godly , and wōderful creatures , & workes of god , they toutch them , they have them in their handes , and also enioy the commodity of them , but they seldome , or never remembre god the maker , they thanke not god for these his so greate giftes and benifittes , whiche made , preserveth , and giveth us al thinges for our cōmodity , health , and felicity .",1547,HermannvonWied1,t0,455398,"hée there treateth against the olde heretikes , who said , [ 875 ] all these bodily creatures , yea and our owne bodies also , not to be of gods making , who is the father of christ oure lord , but of another god whome they call the creator , & counted him an ill one , and so likewise all his workes to be evil , and our bodies not to rise againe .",1580,RichardBristow,t1,4,0,0,0,0,4
creatures,180807,"wherfore seinge custome serveth you on the one side , and scripture us , uppon thother , are y able to matche us : in howe many places , doth christ monishe you to seke no primacy , to preferre your selfe to no body , no , to be obedient unto all creatures .",1537,Aprotestationmade,t0,278547,"15.2 . lastly the apostle speaketh not of gentiles & infidels , nor of stubburn christians , but of a brother , a faithfull man , and one that hath received and embraced the profession of the gospell , but is weake through ignorance of some one point pertaining to christian liberty in the outward use of gods creatures wherein he is not throughly perswaded of instructed ; of bearing with such an one by those whome god hath called to more plentifull knowledge of his heavenly trveth , speaketh he .",1600,FrancisSavage,t1,4,0,0,0,0,4
higinus,697927,"higinus epistles are dated , when camerinus and magnus were consuls , which was never .",1603,AndrewWillet1,t1,323387,"the like is to be thought also of the rest , not onely of his constitutions : but also of the other auntient bishops & martirs , which followed after him , as of higinus .",1583,JohnFoxe,t1,4,0,0,0,0,4
higinus,514002,"therfore higinus , and some of the apostles , namely saint iohn the evangelist , were no more one frō another , then xxxviij .",1551,WilliamTurner,t0,513305,"wherefore the doinge of higinus , shuld have no more ben called popish , then the ordinaunce of any other bishopp , that dwelt out of rome , ether in asia , or aphrica .",1551,WilliamTurner,t0,4,0,0,0,0,4
higinus,513556,we rede not in their bookes that wrote the actes of higinus : that higinus ordened baptim : therefore higinus ordened not baptim .,1551,WilliamTurner,t0,513531,"but y are proved a lier , wher y said , that higinus ordened the baptim of infants , and an argument of antiquite is gathered of the longe contynuaunce of childers baptime , and of the long approbation of the same , thorow oute all hole christeschurche : which is more worthy to be admitted , then your supersticious opinion , whose author was that perilous heritike pelagius : whom in thende of your boke , y bring in right honorably for a witnes , to maintaine your dyuelishe opinion.but although higinus had ordened first , that childer shuld be baptised , iet shulde not their baptime have bene popishe , for in the time of hyginius , the bishops of rome , had not iet usurped any supremacy over other bishops : muche lesse over kinges , and emperours .",1551,WilliamTurner,t0,4,0,0,0,0,4
higinus,513280,"in the time of higinus every bishop was called papa , as every prest in high almony is called pfaff : and in low germany pape , even unto this day .",1551,WilliamTurner,t0,625978,"thus doe some write of these times : vrbibus antiqui patres fugere relictis , & c.the tirants did our ancestours compell , to fly to woods , & not in townes to dwel.many such godly men , who were bishops of rome , i coulde recite , as telesphorus the first , higinus the first , pius of aquilia , anacletus , sother , eleutherius , victor , zepherius , calixtus i e first , urbanus , pontianus , antheros , fabian , cornelius , lucius a roman , stephanus , sixtus the secōd , dyonisi us , foelix , eutichianus , gaius , or caius , marcellinus , marcellus , eusebius , melchiades , sil•ester the first , & c. except this one bishop silvester , al the rest gave their blood to bée shed for testimony of their faith .",1581,JohnNicholls1,t1,4,0,0,0,0,4
higinus,514002,"therfore higinus , and some of the apostles , namely saint iohn the evangelist , were no more one frō another , then xxxviij .",1551,WilliamTurner,t0,514023,"if y say : that he ordened them , and put them to the baptime of lpechelesse chyider : then was the baptisinge of childer , before hyginussis time then do y wrōge to say , that higinus that pope ordened the christeninge of specheles childer : who only added and put to the baptising of childer , chrisme , and godfather , and godmother .",1551,WilliamTurner,t0,4,0,0,0,0,4
higinus,513305,"wherefore the doinge of higinus , shuld have no more ben called popish , then the ordinaunce of any other bishopp , that dwelt out of rome , ether in asia , or aphrica .",1551,WilliamTurner,t0,302044,"likewise they distincting the orders of metropolitanes , bishops , and other degres , savour nothing lesse then of that time.after higinus followed pius , who as platina reporteth was so precisely devout aboute the holy misteries of the lords table , that if any one croome therof did fall downe to the grounde , he ordained that the priest shoulde doe penaunce xl .",1583,JohnFoxe,t1,4,0,0,0,0,4
higinus,513280,"in the time of higinus every bishop was called papa , as every prest in high almony is called pfaff : and in low germany pape , even unto this day .",1551,WilliamTurner,t0,697927,"higinus epistles are dated , when camerinus and magnus were consuls , which was never .",1603,AndrewWillet1,t1,4,0,0,0,0,4
higinus,513531,"but y are proved a lier , wher y said , that higinus ordened the baptim of infants , and an argument of antiquite is gathered of the longe contynuaunce of childers baptime , and of the long approbation of the same , thorow oute all hole christeschurche : which is more worthy to be admitted , then your supersticious opinion , whose author was that perilous heritike pelagius : whom in thende of your boke , y bring in right honorably for a witnes , to maintaine your dyuelishe opinion.but although higinus had ordened first , that childer shuld be baptised , iet shulde not their baptime have bene popishe , for in the time of hyginius , the bishops of rome , had not iet usurped any supremacy over other bishops : muche lesse over kinges , and emperours .",1551,WilliamTurner,t0,239543,"and then higinus , after him p•us , after whome anicetus : but when soter had succeeded anicetus : nowe in the twelfe place from the apostles , eleutherius hath the bishoprike .",1587,JohnBridges,t1,4,0,0,0,0,4
higinus,513760,"how be it , thankes be unto god , i have had witnes inough , to prove that the baptime of iong children was not ordened of higinus : and lo , can the baptime of children , in no wise be called popish , as we call suche as yow popish : which , at the last ester , right popishly kneling , toke i e sacrament , geuyng occasion unto all men to thinke , i t y were a sterke idolater , and beleued , that bread was turned into a god .",1551,WilliamTurner,t0,625978,"thus doe some write of these times : vrbibus antiqui patres fugere relictis , & c.the tirants did our ancestours compell , to fly to woods , & not in townes to dwel.many such godly men , who were bishops of rome , i coulde recite , as telesphorus the first , higinus the first , pius of aquilia , anacletus , sother , eleutherius , victor , zepherius , calixtus i e first , urbanus , pontianus , antheros , fabian , cornelius , lucius a roman , stephanus , sixtus the secōd , dyonisi us , foelix , eutichianus , gaius , or caius , marcellinus , marcellus , eusebius , melchiades , sil•ester the first , & c. except this one bishop silvester , al the rest gave their blood to bée shed for testimony of their faith .",1581,JohnNicholls1,t1,4,0,0,0,0,4
tailes,466542,"for it only , have they named men lay & women lewde , appointinge their children tailes here in englande in disdaine and scorne .",1551,JohnBale,t0,114543,"doe we not sée , how the masse priests set out their images with purple and scarlet , and wipe their faces with foxe tailes to keepe them from the dust ?",1602,MatthewSutcliffe,t1,1,0,0,0,1,2
tailes,654085,"when pigges fly with their tailes foreward , and when s. iames of compostella , and our lady of waltsingham become man & wife .",1581,WalterHaddon,t1,711410,"in the moneth of february , 1563 . the duke of guise sent three companies of lanciers thither to refresh them : but those of the towne , and the theeves themselves , doubting to be pilled , shutte the gates , which put the lanciers in great fury : who to revenge themselves , used great cruelties about the towne , on that side that bordereth uppon berry , against those of the religion , drawing some of them at their horses tailes.the third of march , captaine bois , blosset , and blanay , scaled and tooke la charite , which the three companions aforesaid soght to relieve , but they were constrained to retire .",1598,JeandeSerres,t1,4,0,0,0,0,4
tailes,466542,"for it only , have they named men lay & women lewde , appointinge their children tailes here in englande in disdaine and scorne .",1551,JohnBale,t0,253371,"and so i do feare that men do in these days : their time goeth , and they growe in age , and iet loke how they lived the laste yeare , & even so they live this yeare , and so will do the nexte : nothing at all increasinge in vertve nor godlines , but do as vittelars use to do , whiche take bread and drincke of bakers and brewers , to a day , not paynge money in hande , but taile withthem : & when the day of paiment cometh , they pay their money , & strike of the olde tailes , and beginne againe to taile of newe .",1545,WilliamChedsey,t0,3,0,0,0,2,4
tailes,468371,"that an english man now can not travaile in an other lande by way of merchaundise or any other honest occupienge , [ 667 ] but it is moste contumeliously throwne in his •ethe , that all englishe men have tailes , [ 668 ] that vncomly note and report have the nacion gotten without recover , by these laysye and idell lubers the monkes & the priestes , whiche could finde us matters to advaunce their canonised cay•sby , at their saintes ( as they call them ) but manifest lies and 〈 ◊ 〉 .",1551,JohnBale,t0,653376,"for whereas emongest other kinde of living creatures which nature hath formed , [ 1995 ] to the destruction of mankind , some do bewitche with their eys , and looking on : some do infect with touching : others doe kill with their teeth , and some with their tailes : these lutherans do so contriue their matters , that they doe not onely poison the bodies , the soules , and the lives of men , with the contagion of their wickednesse : but upon what grounde soever they set footing , i doe not say , they defile the same with those former small faultes , but wheresoever they tread with their feete , they leave the same lande contamined , and poisoned with many more , y more execrable abhominations .",1581,WalterHaddon,t1,1,0,0,2,2,4
tailes,469156,"thus hath england in all other landesa perpetuall infamy of tailes by their written legendes of lies , iet can they not well tell , where to bestowe them trulye.¶stryfe aboute the eastre celebracion .",1551,JohnBale,t0,468612,"iohan capgraue and alexandre of esseby saith , that for casting of fishe tailes at this augustine , dorset shire men had tailes ever after .",1551,JohnBale,t0,1,1,0,2,2,4
tailes,5018,"as for your presthode , y may both wipe your tailes therwith , for any good grounde it hath of the scriptures .",1550,JohnBale,t0,462099,"above all other thinges , this is to be soberly vvaied with the equall ballaunce of an upright conscience : that even now , on the one side , the common enemy to the state and church of god among us , hath very villanously and traiterously , vowed himselfe , to put out the happy light of this most peaceable kingdome , even by desperate and slauishe bloud - suckers , ( allured and besotted , with the faire and fawning face of a man haired like a woman , of these locustes the iesvites , who have stinges in their tailes , beeing like unto scorpions , ) to take away the precious life of our moste gratious queene elizabeth , our most dear soveraigne , the ioy and peace of all this land : ( the lord for his sonnes •ake continve her blessed days among us , and cōfound al their horrible practizes :) on the other side , ( like as it was in hierusalem when titus besieged it ) what little faith and trve love , ( even from the tankard - bearer to men of high degree)he that seeth any thing , must needes behold and tremble .",1584,Anonymous1,t1,4,0,0,0,2,4
tailes,653376,"for whereas emongest other kinde of living creatures which nature hath formed , [ 1995 ] to the destruction of mankind , some do bewitche with their eys , and looking on : some do infect with touching : others doe kill with their teeth , and some with their tailes : these lutherans do so contriue their matters , that they doe not onely poison the bodies , the soules , and the lives of men , with the contagion of their wickednesse : but upon what grounde soever they set footing , i doe not say , they defile the same with those former small faultes , but wheresoever they tread with their feete , they leave the same lande contamined , and poisoned with many more , y more execrable abhominations .",1581,WalterHaddon,t1,590929,"her devils be surely some of those old vice - haunted cassiered woodden - beaten devils , that were wo nt to frequent the stages , and have had their hornes beaten of with mengus his clubbe , and their tailes cut off with a smart lash of his stinging whip , who are so skared with the idaea of a vice , & a dagger , as they durst never since looke a paper - vice in the face.or if you wil needes hunt us into a demonstration to let you plainly see , how a morsel of paper burnt , with a vices long eares , should enforce a devil to roare : remember i beseech you aesops couragious lion , liing in the hunters - nets , after his fresh wounds , how he roared at the nipping of silly ants , biting him on the bare .",1603,SamuelHarsnett,t1,4,0,0,2,2,4
tailes,353599,"by whome and other , though the course of that false assertion was often broken in gods church , iet in some partes they did knit againe , sometimes by certaine heretikes , of novatus days called tessarescedecatitae , qui auersabantur poenitentiam , saith theodoritus , who did abhorre penance : and sometimes , by a sort called iacobitae , 〈 ◊ 〉 whiles by wrcliffe & his , else , by the waldenses , now and than , by the anabaptistes , & latly by the lutherans , & moste of the protestantes , & by the caluinistes , eueryone.all which blacke band , though they agree not at every pinch of novatus heresit ( for it is not possible , that such should ever fully consent ) iet all these knit tailes together in this , that there is no sacrament of penance after baptisme , in which the priest may forgive sinnes , and that it standeth not with gods honour , so to remit the peoples offences .",1586,Anonymous4,t1,590929,"her devils be surely some of those old vice - haunted cassiered woodden - beaten devils , that were wo nt to frequent the stages , and have had their hornes beaten of with mengus his clubbe , and their tailes cut off with a smart lash of his stinging whip , who are so skared with the idaea of a vice , & a dagger , as they durst never since looke a paper - vice in the face.or if you wil needes hunt us into a demonstration to let you plainly see , how a morsel of paper burnt , with a vices long eares , should enforce a devil to roare : remember i beseech you aesops couragious lion , liing in the hunters - nets , after his fresh wounds , how he roared at the nipping of silly ants , biting him on the bare .",1603,SamuelHarsnett,t1,1,0,0,2,2,4
miles,702267,"wherin , thou haste ( gentele reader ) the righte vnderstandynge of al the places of scripture that miles hoggard , ( with his learned counsail ) hath wrested to make for the transubstanciacion of the bread and wyne. ☞ compiled by robert crowley .",1548,RobertCrowley,t0,563271,i heare say that wit• … a few miles of lōdō an honest gentleman did let his ground by lease unto pore honest men after .,1550,ThomasLever,t0,1,0,0,0,0,1
miles,730657,"for ere ever he gete over the hedge , & tell us what we do whan our iewglynge is spied / there is a litell labour for him of halfe a miles walkinge ere he come at the hedge , in which he sholde tell us and reherse us some of those textes of scripture , which the catholike chirch or the doctours therof have falsefied [ c ] with iewglynge away the right vnderstandynge , & which textes him selfe and his secte , that is to wit all the se•tes ( for of them all is he as contrary as eche is to other ) have now restored unto his right sense againe.thus he sholde have shewed us firste , and then have shewed us after what the chirche saith therin , & prove that exposicion false , & that by suche exposicion the trew sense were iugled away .",1533,ThomasMore2,t0,480829,"at great wenham in suffolke , in the days of king henry the eight , there dwelt one m. cardinal , whose wife having heard one m. worthe a godly man & good preacher , preach at hadley about some three miles from thence , at her returne home entreated her husbande one day to request m. worthe to come and preach with them .",1598,ThomasStoughton,t1,4,0,0,0,0,4
miles,730657,"for ere ever he gete over the hedge , & tell us what we do whan our iewglynge is spied / there is a litell labour for him of halfe a miles walkinge ere he come at the hedge , in which he sholde tell us and reherse us some of those textes of scripture , which the catholike chirch or the doctours therof have falsefied [ c ] with iewglynge away the right vnderstandynge , & which textes him selfe and his secte , that is to wit all the se•tes ( for of them all is he as contrary as eche is to other ) have now restored unto his right sense againe.thus he sholde have shewed us firste , and then have shewed us after what the chirche saith therin , & prove that exposicion false , & that by suche exposicion the trew sense were iugled away .",1533,ThomasMore2,t0,752174,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton2,t0,4,0,0,0,0,4
miles,702675,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton1,t0,149399,"the 13 . sheriffes henry miles , iohn braunch , m. sir william allin mercer .",1598,JohnStow,t1,1,0,0,0,0,1
miles,730657,"for ere ever he gete over the hedge , & tell us what we do whan our iewglynge is spied / there is a litell labour for him of halfe a miles walkinge ere he come at the hedge , in which he sholde tell us and reherse us some of those textes of scripture , which the catholike chirch or the doctours therof have falsefied [ c ] with iewglynge away the right vnderstandynge , & which textes him selfe and his secte , that is to wit all the se•tes ( for of them all is he as contrary as eche is to other ) have now restored unto his right sense againe.thus he sholde have shewed us firste , and then have shewed us after what the chirche saith therin , & prove that exposicion false , & that by suche exposicion the trew sense were iugled away .",1533,ThomasMore2,t0,30022,"willīg to use his power whan kinge astulphus did molest and disease him in italy , he did forthwith call upon pipine & met him certeine miles of the way , besechinge him to give aide & defence to i e churche of rome : for he had lever to be a confessour then a martire / thynkyngeit inoughe , if he did by that title breake in to heuyn .",1534,JoachimVadianus,t0,4,0,0,0,0,4
miles,702675,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton1,t0,498827,"103 ] but touching the hospitality and housekeeping of a nonresident , his kitchen chimneis are eure like the nose of a dogge , ever colde , never warme : his baily playth sweep stake , he purseth his wheate in a fire - penny bagge , and carrieth his barley in a little budget , sometimes forty miles , sometimes an hundred miles , sometimes three hundred from his parsonage : yea out of ireland into cambridge , out of wales into drenford , from beyond lincolne to salis bury , from besides leicester to cumberland , from malburne to harley : lesse sinfull to the lord , because the patrone enioieth his right by couenaunts and goodwill of him that by lawe is reputed the lawfull person , and whom he hath presented : yea oftentimes also with the consent of the people , whose clearke they willingly receive to be placed amongest them .",1584,RichardCosin,t1,4,0,0,0,0,4
