target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2
noes,331453,"for i beleve assuredly , that out of this catholique churche , there neither is , nor can be any suche cōmunion of sainctes , or remission of sinnes , as is before rehersed : but that like as all the people and beastes , whiche atthe time of noes floude , were out of his arke of ship , [ 15 ] were all drowned and perished : even so all the people of the world , be they iewes , turques , saracenes , or of any other nation , what so ever it be , whiche either for their infidelity heresy , or scisme , or for their induratenes , and obstinate perseuerynge in mortall sinne , be separated and divided from the membres of the saide catholique churche , and soo shall finally be founde either to be out of the same churche , or els to be as deed membres therin , shall utterly perisshe , and be dampned for euer.the sense and interpretation of the .xi .",1537,Anonymous2,t0,308248,"363 col . 1 . god after the creation of the world , [ 4994 ] & c. unto noes time : & c. aunswere .",1583,JohnFoxe,t1,4,0,0
noes,593789,"and thoughe there be complayninges of some eating or drynckynge in the scripture iet he speaketh not as thoughe al were nought.they may be well ordered , [ 275 ] they are goddes allowaunce , but to eate and drincke as they did in noes time , and as they did in lothes time , this eatinge and drinkinge , and maryinge is spoken againste .",1549,HughLatimer,t0,556337,"and doe not you suspend your religion upon the testament translated , that have noescripture in your church , but onely a translation , of which i may truly say , that greater imperfections , and moe corruptions are found therein , then in all our english translations together can be espied ?",1585,WilliamWhitaker,t1,1,0,0
noes,441941,"of both which sortes if there went so many away that the remanaunt whiche were lefte were as few as were taken into noes shippe : iet shold alway those few be the very chirch of god uppon erth bicause of the right bylyef , all though that of those few some were nought of living .",1532,ThomasMore,t0,299732,"and thus for answere to all these reasons , by the which lord peter proved the distinction of these iurisdictions.these things premised this i proceed further to prove that a person ecclesiasticall , [ 4890 ] which hath iurisdiction spiritvall , may also have temporall iurisdictiō : and that the iurisdiction temporall may be in an ecclesiasticall person , i will prove it by the scriptures : and first out of the old testament , to the evident probation wherof , it is to be understand : that god , after the creation of the world & man , even unto noes time , would governe the world himself as k. by the ministery of angels .",1583,JohnFoxe,t1,4,0,0
noes,440501,"and for all the shiftes that he findeth here , bicause they all satisfy not him selfe : he is faine a•terwardepage ccxxi[a ] in his answere to my dialoge , to seke up some new / & saith that in noes days when the flode came , there were no mo lefte that byleued right but those that were saved in the shippe .",1532,ThomasMore,t0,556337,"and doe not you suspend your religion upon the testament translated , that have noescripture in your church , but onely a translation , of which i may truly say , that greater imperfections , and moe corruptions are found therein , then in all our english translations together can be espied ?",1585,WilliamWhitaker,t1,1,0,0
noes,323403,"if god unto noes time governing the worlde as king , gave sentence himselfe against caine ( as iee say ) howe then did he that by the ministery of aungels ?",1583,JohnFoxe,t1,72938,"for if the church proceede further , to make any new articles of the faith , besides the scripture , or contrary to the scripture , or direct not the forme of life according to the same , then it is not the piller of truth , nor the church of christ , but the sinagogue of sathan , and the temple of antichrist , which both erreth it selfe , and bringeth into errour as many as do folow it.and the holy church of christ is but a small herd or flocke , in comparison to the great multitude of them that folow sathan and antichrist , as christ him selfe saith , [ 1487 ] and the word of god , and the course of the world from the beginning untill this day hath declared.for from the creation of the world untill noes floud , what was then i e open face of the church ?",1580,ThomasCranmer,t1,4,0,0
noes,595983,"we be eatinge and drynckynge as they were in noes time , and mariynge i thincke as wickedly as ever was .",1549,HughLatimer,t0,72938,"for if the church proceede further , to make any new articles of the faith , besides the scripture , or contrary to the scripture , or direct not the forme of life according to the same , then it is not the piller of truth , nor the church of christ , but the sinagogue of sathan , and the temple of antichrist , which both erreth it selfe , and bringeth into errour as many as do folow it.and the holy church of christ is but a small herd or flocke , in comparison to the great multitude of them that folow sathan and antichrist , as christ him selfe saith , [ 1487 ] and the word of god , and the course of the world from the beginning untill this day hath declared.for from the creation of the world untill noes floud , what was then i e open face of the church ?",1580,ThomasCranmer,t1,4,0,0
noes,331453,"for i beleve assuredly , that out of this catholique churche , there neither is , nor can be any suche cōmunion of sainctes , or remission of sinnes , as is before rehersed : but that like as all the people and beastes , whiche atthe time of noes floude , were out of his arke of ship , [ 15 ] were all drowned and perished : even so all the people of the world , be they iewes , turques , saracenes , or of any other nation , what so ever it be , whiche either for their infidelity heresy , or scisme , or for their induratenes , and obstinate perseuerynge in mortall sinne , be separated and divided from the membres of the saide catholique churche , and soo shall finally be founde either to be out of the same churche , or els to be as deed membres therin , shall utterly perisshe , and be dampned for euer.the sense and interpretation of the .xi .",1537,Anonymous2,t0,72938,"for if the church proceede further , to make any new articles of the faith , besides the scripture , or contrary to the scripture , or direct not the forme of life according to the same , then it is not the piller of truth , nor the church of christ , but the sinagogue of sathan , and the temple of antichrist , which both erreth it selfe , and bringeth into errour as many as do folow it.and the holy church of christ is but a small herd or flocke , in comparison to the great multitude of them that folow sathan and antichrist , as christ him selfe saith , [ 1487 ] and the word of god , and the course of the world from the beginning untill this day hath declared.for from the creation of the world untill noes floud , what was then i e open face of the church ?",1580,ThomasCranmer,t1,4,0,0
noes,173954,"[ 39 ] and by sinne , his indignacion was so muche provoked against the worlde , that he drouned all the worlde with noes floud ( except noe himself , and his litle housholde . )",1547,Anonymous,t0,308248,"363 col . 1 . god after the creation of the world , [ 4994 ] & c. unto noes time : & c. aunswere .",1583,JohnFoxe,t1,4,0,0
businesses,29980,"unto which thinges , zachary by the instructiō of the devill made answere and gave sentence : that it was more { pro}fitable and behouefull that he shulde be named kinge , whiche by his diligent care , did ordre the matiers and businesses of i e realme , & whiche toke upon him all the labours & paines , ( which is the very office of a king :) than the other whiche was an idle kinge onely by name .",1534,JoachimVadianus,t0,8684,"and whan those houres shall come , than ought we to lay aside all m•dane affaires & worldly businesses , & wholly to give our selves to devout meditacion , & divine contemplaciō of celestiall thinges .",1542,ThomasBecon,t0,4,0,0
businesses,29980,"unto which thinges , zachary by the instructiō of the devill made answere and gave sentence : that it was more { pro}fitable and behouefull that he shulde be named kinge , whiche by his diligent care , did ordre the matiers and businesses of i e realme , & whiche toke upon him all the labours & paines , ( which is the very office of a king :) than the other whiche was an idle kinge onely by name .",1534,JoachimVadianus,t0,234346,"let the example of an house orderly appointed and distributed , bee considered : wherein the father of the householde about other businesses , the mother of the housholde about other the sonnes and the daughters about other , the man - servauntes and the maide - servaunts about other .",1587,JohnBridges,t1,3,0,0
businesses,29744,"no man can serve two lordes & maisters , and also that saiinge of paule , no man that warreth on goddes parte / doth entangle him selfe w t worldely maters or businesses .",1534,JoachimVadianus,t0,29719,"for those men , whiche in times afore passed , were the moste stronge piller of all christen men , in contempte & martirdome : nowe beinge alienated and turned from the holy scriptures , had taken upon them worldely & earthely businesses / of creating ēperours & kinges / of drawinge kingedomes and lordships unto them selves / sechinge and goinge about to get roiall & proude titles , offering forth their feete to be kissed / i t no busines shulde be brought to an ende without i e pope , whiche did threaten vengeance and punisshement upon his ennemies .",1534,JoachimVadianus,t0,4,0,0
businesses,8086,"the worlde thinketh him to be a good devoute man that goethe up & downe with a coggyrnge paire of bedes in his handes , or knelethe downe in his stole solēly with a great matters boke in his hand , making such a noise with his lippes & tōge , that all the whole chirch ryngethe of it , although his harte be farre frō god , & his minde occupied aboute worldely businesses .",1542,ThomasBecon,t0,233530,"5 . concludeth thus : erant ergo alij quidam , & c. there were certaine other therefore in the ecclesiasticall office , [ 3669 ] who al•hough they did not teach continuallie , as did the bishops , notwithstanding in all their businesses , they were present with those that did teach .",1587,JohnBridges,t1,4,0,0
tailes,466542,"for it only , have they named men lay & women lewde , appointinge their children tailes here in englande in disdaine and scorne .",1551,JohnBale,t0,114543,"doe we not sée , how the masse priests set out their images with purple and scarlet , and wipe their faces with foxe tailes to keepe them from the dust ?",1602,MatthewSutcliffe,t1,1,0,0
tailes,654085,"when pigges fly with their tailes foreward , and when s. iames of compostella , and our lady of waltsingham become man & wife .",1581,WalterHaddon,t1,711410,"in the moneth of february , 1563 . the duke of guise sent three companies of lanciers thither to refresh them : but those of the towne , and the theeves themselves , doubting to be pilled , shutte the gates , which put the lanciers in great fury : who to revenge themselves , used great cruelties about the towne , on that side that bordereth uppon berry , against those of the religion , drawing some of them at their horses tailes.the third of march , captaine bois , blosset , and blanay , scaled and tooke la charite , which the three companions aforesaid soght to relieve , but they were constrained to retire .",1598,JeandeSerres,t1,4,0,0
tailes,466542,"for it only , have they named men lay & women lewde , appointinge their children tailes here in englande in disdaine and scorne .",1551,JohnBale,t0,253371,"and so i do feare that men do in these days : their time goeth , and they growe in age , and iet loke how they lived the laste yeare , & even so they live this yeare , and so will do the nexte : nothing at all increasinge in vertve nor godlines , but do as vittelars use to do , whiche take bread and drincke of bakers and brewers , to a day , not paynge money in hande , but taile withthem : & when the day of paiment cometh , they pay their money , & strike of the olde tailes , and beginne againe to taile of newe .",1545,WilliamChedsey,t0,3,0,0
tailes,468371,"that an english man now can not travaile in an other lande by way of merchaundise or any other honest occupienge , [ 667 ] but it is moste contumeliously throwne in his •ethe , that all englishe men have tailes , [ 668 ] that vncomly note and report have the nacion gotten without recover , by these laysye and idell lubers the monkes & the priestes , whiche could finde us matters to advaunce their canonised cay•sby , at their saintes ( as they call them ) but manifest lies and 〈 ◊ 〉 .",1551,JohnBale,t0,653376,"for whereas emongest other kinde of living creatures which nature hath formed , [ 1995 ] to the destruction of mankind , some do bewitche with their eys , and looking on : some do infect with touching : others doe kill with their teeth , and some with their tailes : these lutherans do so contriue their matters , that they doe not onely poison the bodies , the soules , and the lives of men , with the contagion of their wickednesse : but upon what grounde soever they set footing , i doe not say , they defile the same with those former small faultes , but wheresoever they tread with their feete , they leave the same lande contamined , and poisoned with many more , y more execrable abhominations .",1581,WalterHaddon,t1,1,0,0
tailes,469156,"thus hath england in all other landesa perpetuall infamy of tailes by their written legendes of lies , iet can they not well tell , where to bestowe them trulye.¶stryfe aboute the eastre celebracion .",1551,JohnBale,t0,468612,"iohan capgraue and alexandre of esseby saith , that for casting of fishe tailes at this augustine , dorset shire men had tailes ever after .",1551,JohnBale,t0,1,1,0
tailes,5018,"as for your presthode , y may both wipe your tailes therwith , for any good grounde it hath of the scriptures .",1550,JohnBale,t0,462099,"above all other thinges , this is to be soberly vvaied with the equall ballaunce of an upright conscience : that even now , on the one side , the common enemy to the state and church of god among us , hath very villanously and traiterously , vowed himselfe , to put out the happy light of this most peaceable kingdome , even by desperate and slauishe bloud - suckers , ( allured and besotted , with the faire and fawning face of a man haired like a woman , of these locustes the iesvites , who have stinges in their tailes , beeing like unto scorpions , ) to take away the precious life of our moste gratious queene elizabeth , our most dear soveraigne , the ioy and peace of all this land : ( the lord for his sonnes •ake continve her blessed days among us , and cōfound al their horrible practizes :) on the other side , ( like as it was in hierusalem when titus besieged it ) what little faith and trve love , ( even from the tankard - bearer to men of high degree)he that seeth any thing , must needes behold and tremble .",1584,Anonymous1,t1,4,0,0
tailes,653376,"for whereas emongest other kinde of living creatures which nature hath formed , [ 1995 ] to the destruction of mankind , some do bewitche with their eys , and looking on : some do infect with touching : others doe kill with their teeth , and some with their tailes : these lutherans do so contriue their matters , that they doe not onely poison the bodies , the soules , and the lives of men , with the contagion of their wickednesse : but upon what grounde soever they set footing , i doe not say , they defile the same with those former small faultes , but wheresoever they tread with their feete , they leave the same lande contamined , and poisoned with many more , y more execrable abhominations .",1581,WalterHaddon,t1,590929,"her devils be surely some of those old vice - haunted cassiered woodden - beaten devils , that were wo nt to frequent the stages , and have had their hornes beaten of with mengus his clubbe , and their tailes cut off with a smart lash of his stinging whip , who are so skared with the idaea of a vice , & a dagger , as they durst never since looke a paper - vice in the face.or if you wil needes hunt us into a demonstration to let you plainly see , how a morsel of paper burnt , with a vices long eares , should enforce a devil to roare : remember i beseech you aesops couragious lion , liing in the hunters - nets , after his fresh wounds , how he roared at the nipping of silly ants , biting him on the bare .",1603,SamuelHarsnett,t1,4,0,0
tailes,353599,"by whome and other , though the course of that false assertion was often broken in gods church , iet in some partes they did knit againe , sometimes by certaine heretikes , of novatus days called tessarescedecatitae , qui auersabantur poenitentiam , saith theodoritus , who did abhorre penance : and sometimes , by a sort called iacobitae , 〈 ◊ 〉 whiles by wrcliffe & his , else , by the waldenses , now and than , by the anabaptistes , & latly by the lutherans , & moste of the protestantes , & by the caluinistes , eueryone.all which blacke band , though they agree not at every pinch of novatus heresit ( for it is not possible , that such should ever fully consent ) iet all these knit tailes together in this , that there is no sacrament of penance after baptisme , in which the priest may forgive sinnes , and that it standeth not with gods honour , so to remit the peoples offences .",1586,Anonymous4,t1,590929,"her devils be surely some of those old vice - haunted cassiered woodden - beaten devils , that were wo nt to frequent the stages , and have had their hornes beaten of with mengus his clubbe , and their tailes cut off with a smart lash of his stinging whip , who are so skared with the idaea of a vice , & a dagger , as they durst never since looke a paper - vice in the face.or if you wil needes hunt us into a demonstration to let you plainly see , how a morsel of paper burnt , with a vices long eares , should enforce a devil to roare : remember i beseech you aesops couragious lion , liing in the hunters - nets , after his fresh wounds , how he roared at the nipping of silly ants , biting him on the bare .",1603,SamuelHarsnett,t1,1,0,0
affections,791106,"finally the scripture cōmaundeth every man to take up , & beare his crosse & mortify the sensualities , & affections of the fleshe , i e apostles taught bow that shulde be done by fastinge the lente , wensday , friday , & such other .",1547,RobertSmith,t0,211709,"for vives had uttered ( in [ a ] his cōmentaries on s. austin ) some speeches that stood not with the popes liking : as namely , that [ b ] princes are supreme governours in earth next under god ; that [ c ] humane affections doo raigne oftentimes in the holiest men , and [ d ] fathers have their ouersights ; that [ e ] saints are esteemed and worshipped by many , as were the gods among the gentiles ; that [ f ] the story of susanna , of bel ▪ and the dragon are not canonicall scriptures ; that [ g ] they , who preferre the latin translation before the greeke and hebrew fountaines , are men of evill mindes , and corrupt iudgements ; that [ h ] none must bee blamed for the kinde of meates , but for excesse in eating , by the doctrine of the gospell ; that [ i ] priests are ambitious , covetous , unchast , enriching their bastards with the churches spoiles , yea , [ k ] wicked and ungodly in causing thinges of christ to be set foorth in plays ; that [ l ] all things almost are solde and bought at rome , & that by rules & orders of most holy law ; to be short , that schoolemen , through ignoraunce of toungs , have not only marred & smoothered [ m ] all other artes , but [ n ] divinity too ; and [ o ] have profaned it with their curiosity , their vanity , their folly , their rashnes in mooving and defining questions , as aristotelians rather then as christians , andheathen philosophers , then scholers of the holy ghost .",1584,JohnRainolds,t1,4,0,0
affections,332586,"and of this corruption of our nature and redines unto yuell complaineth saint paule in his epistle unto the romains , [ 148 ] where he declareth at lengthe , that the nature of man is soo full of concupiscence , and yuell affections : that no man dothe or can of him selfe satisfy , or fulfill the lawe of god .",1537,Anonymous2,t0,122003,"very trve it is , that it can not bee but hard for a soveraigne prince , who is at his full liberty , moderately to guide and bridle his affections .",1602,InnocentGentillet,t1,4,0,0
affections,212483,"wherefore howsoever holy men they were of the second sort of popes which you alleaged : it can not be denied but they had affections , and yéelded thereunto as men .",1584,JohnRainolds,t1,360357,"in these two contrary affections , feare and hope , i tolde you the whole songe was consumed to the ende of the seventh verse .",1599,JohnKing,t1,4,0,0
affections,664244,"for this cause peradventure , because that they be , none other thing but flesh , that is to say , all carnal , drouned in their sensualitie & affections .",1548,HeinrichBullinger,t0,332322,"as concerninge the tenthe commaundemente , we thinke it convenient , that al bishops and prechers shal instructe and teache the people , committed unto their spiritvall charge , first that where as in thother cōmaundementes before rehersed , be forbidden all wordes , dedes , and counceyll , whiche be against goddis pleasure , and the love of our neighbours : in this laste precepte be forbidden the inwarde affections of our hertes .",1537,Anonymous2,t0,4,0,0
affections,788162,"in this oure time , i say , that all inorydynate lustes & fleshely affections , vnryghteousnesse iniquity , a dissolute or licentious corruption of all good lawes do raigne every wher : that we se al states and orders of menne , yea thee greateste parte of thee mighty princes , corrupted , cōtaminated & polluted , with filthy whoredom adultery , rauyshyng of maiden , vnfaithfulnes , impudency or vnshamefastnes , w t robberies theftes , detestable usury , & all other like horrible sinnes .",1550,UlrichZwingli,t0,791106,"finally the scripture cōmaundeth every man to take up , & beare his crosse & mortify the sensualities , & affections of the fleshe , i e apostles taught bow that shulde be done by fastinge the lente , wensday , friday , & such other .",1547,RobertSmith,t0,4,0,0
affections,664244,"for this cause peradventure , because that they be , none other thing but flesh , that is to say , all carnal , drouned in their sensualitie & affections .",1548,HeinrichBullinger,t0,702425,and iet ( as one thorowly blinded with affections ) you wil conclude upon an inconvenience .,1548,RobertCrowley,t0,4,0,0
affections,788692,[ 177 ] the papistes do make i e mistery of christ a cloke too hide their carnall lustes & affections .,1550,UlrichZwingli,t0,521182,"when the great counsel of rome entered into the senate , to consult for the good government and defence of the empire ; first they went & sacrificed to iupiter , and there every man offered up and left behinde him his private affections : promising that their consultation should onely tend to the common benefite .",1585,EdwinSandys,t1,4,0,0
affections,664244,"for this cause peradventure , because that they be , none other thing but flesh , that is to say , all carnal , drouned in their sensualitie & affections .",1548,HeinrichBullinger,t0,181157,"every one must provide for famine , pestilence , fire , bloud , and spoile : to be briefe , for all the scourges that spring of the disorder , barbarousnesse , ambition , and insatiable desire of those , who , if they may finde assistance among the french , will never lay downe weapons , but either by an establishment of a perfect tiranny proceeding out of their affections , more grievous and inspportable to those that shall remaine then warre it selfe , or els by the selfe ruine and utter extirpation of their wretched followers , together with most of the good men that shal have withstoode them .",1585,PierredeBelloy,t1,4,0,0
affections,272559,"therefore bretheren i beseke yow for the mercy of god ( for here we do not intreat of landemarkes , or of fraile thinges , but of soule health ) take hede and loke upon the thinge that is in all pointes greatest of all other , set all affections and troublinge of your mindes aside , & wey i e matter truly and sincerly .",1537,UrbanusRheginus,t0,360357,"in these two contrary affections , feare and hope , i tolde you the whole songe was consumed to the ende of the seventh verse .",1599,JohnKing,t1,4,0,0
affections,396338,"againe such thinges the mind• forgetteth not lyghly , as it hath lerned of longe time : i wolde wysh• with al mine herte , and i pray god ▪ that al townes , and cities wolde w• … ponder , and wey this matter , an•wolde not be led by affections in chosinge a teacher , and menne for their youth , nor have in this behalfe respecte to kinred , and frendship , or to the commendations , and requestes of frendes .",1550,JohannRivius,t0,573468,"and in affecting that which is wanting , we are to beware that impatient rashnes draw out our affections beyond the bond of christian charity , and godly sobriety , lest we forget to bee thankeful for those singular benefits which wee have already received , and so for our impatience on the one side , and our ingratitude on the other , we are rewarded , in the ende with the losse of al.now followeth the reason of the exhortation in these words : for i am your lord .",1602,Godwooinghischurch,t1,4,0,0
miles,702267,"wherin , thou haste ( gentele reader ) the righte vnderstandynge of al the places of scripture that miles hoggard , ( with his learned counsail ) hath wrested to make for the transubstanciacion of the bread and wyne. ☞ compiled by robert crowley .",1548,RobertCrowley,t0,563271,i heare say that wit• … a few miles of lōdō an honest gentleman did let his ground by lease unto pore honest men after .,1550,ThomasLever,t0,1,0,0
miles,730657,"for ere ever he gete over the hedge , & tell us what we do whan our iewglynge is spied / there is a litell labour for him of halfe a miles walkinge ere he come at the hedge , in which he sholde tell us and reherse us some of those textes of scripture , which the catholike chirch or the doctours therof have falsefied [ c ] with iewglynge away the right vnderstandynge , & which textes him selfe and his secte , that is to wit all the se•tes ( for of them all is he as contrary as eche is to other ) have now restored unto his right sense againe.thus he sholde have shewed us firste , and then have shewed us after what the chirche saith therin , & prove that exposicion false , & that by suche exposicion the trew sense were iugled away .",1533,ThomasMore2,t0,480829,"at great wenham in suffolke , in the days of king henry the eight , there dwelt one m. cardinal , whose wife having heard one m. worthe a godly man & good preacher , preach at hadley about some three miles from thence , at her returne home entreated her husbande one day to request m. worthe to come and preach with them .",1598,ThomasStoughton,t1,4,0,0
miles,730657,"for ere ever he gete over the hedge , & tell us what we do whan our iewglynge is spied / there is a litell labour for him of halfe a miles walkinge ere he come at the hedge , in which he sholde tell us and reherse us some of those textes of scripture , which the catholike chirch or the doctours therof have falsefied [ c ] with iewglynge away the right vnderstandynge , & which textes him selfe and his secte , that is to wit all the se•tes ( for of them all is he as contrary as eche is to other ) have now restored unto his right sense againe.thus he sholde have shewed us firste , and then have shewed us after what the chirche saith therin , & prove that exposicion false , & that by suche exposicion the trew sense were iugled away .",1533,ThomasMore2,t0,752174,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton2,t0,4,0,0
miles,702675,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton1,t0,149399,"the 13 . sheriffes henry miles , iohn braunch , m. sir william allin mercer .",1598,JohnStow,t1,1,0,0
miles,730657,"for ere ever he gete over the hedge , & tell us what we do whan our iewglynge is spied / there is a litell labour for him of halfe a miles walkinge ere he come at the hedge , in which he sholde tell us and reherse us some of those textes of scripture , which the catholike chirch or the doctours therof have falsefied [ c ] with iewglynge away the right vnderstandynge , & which textes him selfe and his secte , that is to wit all the se•tes ( for of them all is he as contrary as eche is to other ) have now restored unto his right sense againe.thus he sholde have shewed us firste , and then have shewed us after what the chirche saith therin , & prove that exposicion false , & that by suche exposicion the trew sense were iugled away .",1533,ThomasMore2,t0,30022,"willīg to use his power whan kinge astulphus did molest and disease him in italy , he did forthwith call upon pipine & met him certeine miles of the way , besechinge him to give aide & defence to i e churche of rome : for he had lever to be a confessour then a martire / thynkyngeit inoughe , if he did by that title breake in to heuyn .",1534,JoachimVadianus,t0,4,0,0
miles,702675,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton1,t0,498827,"103 ] but touching the hospitality and housekeeping of a nonresident , his kitchen chimneis are eure like the nose of a dogge , ever colde , never warme : his baily playth sweep stake , he purseth his wheate in a fire - penny bagge , and carrieth his barley in a little budget , sometimes forty miles , sometimes an hundred miles , sometimes three hundred from his parsonage : yea out of ireland into cambridge , out of wales into drenford , from beyond lincolne to salis bury , from besides leicester to cumberland , from malburne to harley : lesse sinfull to the lord , because the patrone enioieth his right by couenaunts and goodwill of him that by lawe is reputed the lawfull person , and whom he hath presented : yea oftentimes also with the consent of the people , whose clearke they willingly receive to be placed amongest them .",1584,RichardCosin,t1,4,0,0
miles,710856,"the chanons of pamiers , to whome the common people imputed the cause of that haile , were constrained ( to shun the commons ) to goe out of foix , and to remaine at maugansy , where we will leave them , to come to lyonois.about the thirtieth of april , monsieur de tauanes came out of burgongne , [ 448 ] and stayd within three miles of lions : making account to assaile the towne , but it fell out otherwise : although as then hee hadde above five thousand men , besides three thousand italians , conducted by the counte de anguesole , and paide by the pope .",1598,JeandeSerres,t1,186991,"for where the west church did always consecrate in unleavened bread , and the east church in leauened , you renounce the order of the west church in which you live , and to spite the supreme pastor of the west parts , [ 3764 ] yea rather of the whole world , you follow the manner of that church , which is many thousand miles distant from you.theoph .",1585,ThomasBilson,t1,4,0,0
miles,563271,i heare say that wit• … a few miles of lōdō an honest gentleman did let his ground by lease unto pore honest men after .,1550,ThomasLever,t0,589194,"the same satturday towards the evening the spaniards drew nigh to calis under the coast of picardy , [ 19 ] and there sodenly cast anker almost right against the left hand of the haven to the westward , a little lesse then five miles from calis cléeues .",1590,PetruccioUbaldini,t1,4,0,0
miles,470753,"miles frō london , and afore his papacy was named nicolas of s. albons .",1551,JohnBale,t0,613521,"62 ] no man shoulde have above two benefices at once not distant above 26 . miles , iet many have 3 , or 4 , scattered an hundred miles one from another.[answere . ]",1592,MatthewSutcliffe,t1,4,0,0
miles,702675,"miles upō a day , no though lincolne minstre were i e horse.the maior or first parte of their argument aforsaid is proved vntrewe also , by thautorite of saint augustin : ad fratres [ 50 ] in heremo , sermone .xxviij .",1534,ThomasSwinnerton1,t0,417455,"miles frō then and then shall the innocent lambe be burned and suffer death , for the reding of this word for the whiche christe his shepeherde and heade died , for the establisheynge therof by the sh•adynge of his herte bloude.page lxxiiiiudge nowe who is the trve churche .",1548,AnthonyGilby,t0,4,0,0
dedes,272151,"i. y se then , how i t of dedes a man is iustified & not of faith .",1537,UrbanusRheginus,t0,324150,"frere , what charity is this to prease upon a rich• man , and to entice him to be buried among you from his parish church , and to such riche men geue letters of fraternity confirmed by your generall seale , and thereby to beare him in hand that he shall have part of all your masses , mattens , preachinges , fastinges , wakinges , and al other good dedes done by your brethren of your order ( both whiles he liuith , and after that he is dead ) and iet y witten never whether your deedes be acceptable to god , ne whether that man that hath that letter be able by good living to receive any parte of your deedes : and iet a poore man ( that y wite well or supposen in certaine to have no good of ) y ne geven to such letters , though he be a better man to god then such a rich man : neverthelesse this poore man doth not retche thereof .",1583,JohnFoxe,t1,4,0,0
dedes,477778,"let us than god ly recompense these thinges with our selves & let us confirme , and ster up our faith in him lette us celebrate the remembraunce of him worthely , let us most studoyusly in al oure wordes , and dedes exalte his death , resurreccion , heavenly glory , and kingdome , let us reioise in our owne behalfe that this sonne of god died for our sinnes , rosse againe forour instificacion , ascended into heaven , and reigneth at the right hand of the father , furthermorelette us couragiously every one of us take up our crosse , and valiantly folowe this our capitaine , and love one another according to his cōmaundement , as he loved vs. for al we are one bread , & one body , because we be parttakers of one breade and one cup.after this prayr , there shall a prayr be made for al the necessites of the congregaciō and cheifely for those men , which shall communicate the nexte day.and whan the people have ended their secrete prayr , the minister shal cōclude the preparacion with this collecte.almightie everlastinge god , heauealye father , because we can please the only in thy deare sonne , sanctify our bodies , and soules , and graunte us , that to morowe we may receive the holesome communion of him , in his holy supper with a godly , and faithfull desier , and all thanckefulnes , that beinge confirmed againe conceruynge thy perpetual mercy , and love towardes us , and ever goinge forwarde in a new life , we may live unto the and serve the thorough our lorde iesus christ with more feare , and study , to the praise of thy name , and profite of thy people .",1547,HermannvonWied1,t0,451079,"notwithstanding all this : you will néedes have fooles beléeue that s. augustine was doubtfull in the matter of purgatory : notwithstanding also that he so plainly prayth for his mother , therefore o lord god , [ 939 ] setting aside her good dedes for a while , for which with ioy i do give thee thanks , nunc pro peccatis matris meae deprecor te , now i beseeche thee for my mothers sinnes ( for which at this day we also pray for i e most [ 940 ] perfect , excepting undoubted martirs , untill by canonization they be knowen to be saintes ) heare me for the medicine of our wounds that hung on the crosse , and sitting at thy right hand , intreateth for us , & c. so plainely , [ 941 ] i say , that you confesse , this place to prove prayr for the dead used by s. augustine , and are faine to say , it was all but superstition or will worship in him , according to the corrupt motion of his owne minde .",1580,RichardBristow,t1,4,0,0
dedes,476596,"wherefore the apostle sayth , but when they shall be turned to god , the vaile shall be taken away.the other understanding of the lawe is trve , and spiritval , when we understand that not onely outwarde naughty workes are prohibited , but also inwarde , that is to say , evil cōc•piscēce , evil affections , al thoughtes , wordes , dedes , will , inclination , and what so ever thinges either in our body , or soule be moved in any wise againste the lawe of god .",1547,HermannvonWied1,t0,298128,"and all were it so , that he should have part of your good dedes : iet shuld he have no more then god woulde geue him after that he were worthy : [ 3672 ] and so mich shal ech man have of gods ieft without your limitation .",1583,JohnFoxe,t1,4,0,0
dedes,174596,"thine neighbor hath peradventure with a worde offended the : call thou to thy remenbraunce , with howe many wordes & dedes , how greuously thou hast offended thy lord god .",1547,Anonymous,t0,630191,"beware your galled backeye may do what y liste with thinges of you re owneye may do what y can , where y be not set by.your cruell tormentes be sone over blowen , and the rekeninge y muste make of all your iniuriemen that accompte then selves wise shuld circumspectlydo all thinges to gods honor , & not his scripture hackeas men de lekes , their imagination to satysfybut guppe y godmakers beware your galled backewe wolde talke with you , but your malice is to greateyour dedes do declare , y are the popes pyggesyet we wil ax one question but be in no more heateand let by heare what y sucked out of i e popes biggisdo men on the brembles gather any figgesdo your horemasters prestes ▪ by their ministraciō so compacketo alure christ out of heaven , as men do birdes to twinggesno no , y godmakes / beware your galled backechrist sitteth in heaven holy scripture saith so , christ shall come againe , even i e same body i t wente hencechrist said it was expedient that he shuld gofor his fleshly body did no lōger profit by presencethe kisse that iudas had toke not a way his offencebut still in desperation .",1548,JohnRamsay,t0,4,0,0
